|                   |        100 |       1000 |      10000 |       100000 |
|:------------------|-----------:|-----------:|-----------:|-------------:|
| rf_fit_time       | 0.122987   | 0.748524   | 9.27673    | 123.682      |
| rf_score_time     | 0.0278018  | 0.0557152  | 0.40257    |   5.01405    |
| rf_test_r2        | 0.592921   | 0.779157   | 0.891668   |   0.961907   |
| rf_test_rmse      | 0.0066322  | 0.0047523  | 0.00338417 |   0.00202573 |
| rf_test_mae       | 0.00541554 | 0.00372985 | 0.00262908 |   0.0013697  |
| rf_test_maxae     | 0.016915   | 0.0184438  | 0.0160934  |   0.0151965  |
| linear_fit_time   | 0.00256686 | 0.00140066 | 0.00833402 |   0.139149   |
| linear_score_time | 0.00134931 | 0.00221643 | 0.0132148  |   0.196948   |
| linear_test_r2    | 0.980572   | 0.980573   | 0.981777   |   0.981277   |
| linear_test_rmse  | 0.00146334 | 0.00144984 | 0.00143737 |   0.00145341 |
| linear_test_mae   | 0.00119668 | 0.0011302  | 0.00113293 |   0.00114577 |
| linear_test_maxae | 0.00455751 | 0.00585088 | 0.00738675 |   0.00775007 |
