name,Substation,650,646,645,632,633,634,611,684,671,692,675,652,680
2011-01-01 00:00:00,0.0,-0.07986826182653847,-0.05565925310575628,-0.05729684971632446,-0.06265351732208913,-0.05848691400731753,-0.16524632267915615,-0.054335344752543806,-0.05373557506822649,-0.05430754969767954,-0.054309274751324015,-0.056498662639875685,-0.05098852776473647,-0.05430754969767955
2011-01-01 01:00:00,0.0,-0.07038851923524846,-0.05026862861979302,-0.05169863462153507,-0.05638470086959031,-0.05285653802931893,-0.14498931265774526,-0.050596279773293076,-0.04992240395114573,-0.050265299409839224,-0.05026791990647687,-0.05272842724665722,-0.047549498024220115,-0.05026529940983923
2011-01-01 02:00:00,0.0,-0.07493017177805888,-0.05230017347330195,-0.05382680852265113,-0.05881824920306012,-0.05545492824729734,-0.14011435239296666,-0.05037076612413711,-0.049724038741507715,-0.05032793773977082,-0.050330439459923514,-0.052676788059839746,-0.046792329094324576,-0.05032793773977082
2011-01-01 03:00:00,0.0,-0.07859798572511185,-0.055845522183276854,-0.05751407174466027,-0.06285375841919494,-0.058583605087483996,-0.15606718444254383,-0.05670908006722947,-0.055979577136162875,-0.05637339941245607,-0.05637668875686625,-0.0593635772645209,-0.05335498080794385,-0.05637339941245607
2011-01-01 04:00:00,0.0,-0.07387949811721332,-0.05094888429097173,-0.0526019135500809,-0.05773850053363882,-0.05363762824219334,-0.14213615398072768,-0.05067017171276058,-0.04997498591341138,-0.05035699406511211,-0.05035920812289155,-0.05256619677927062,-0.04745791872709108,-0.05035699406511209
2011-01-01 05:00:00,0.0,-0.07864498802594472,-0.05773760977702934,-0.0592946465996047,-0.06398511737384593,-0.06023226465321357,-0.15964098804253626,-0.05752622636964217,-0.056906200012682616,-0.05744166006032234,-0.05744357036768394,-0.05966608694282688,-0.05419865985409105,-0.05744166006032234
2011-01-01 06:00:00,0.0,-0.07251979613726833,-0.049546738826352604,-0.0512842668364972,-0.05629950221937515,-0.05231329481496656,-0.15998161387505214,-0.04895814624734183,-0.0483436230528379,-0.048779539530965595,-0.04878105066614059,-0.05086437991991569,-0.04588712188536,-0.048779539530965595
2011-01-01 07:00:00,0.0,-0.0692992621355228,-0.04791054463989443,-0.049524666989544316,-0.05452280732689162,-0.05046509455466089,-0.15745280155516928,-0.0489387923319914,-0.04828489807183297,-0.04855307466062781,-0.048555812891646365,-0.0511019444712165,-0.04613609464141255,-0.04855307466062781
2011-01-01 08:00:00,0.0,-0.07616924867896688,-0.053606210417101716,-0.055104139345330386,-0.06042787723819968,-0.056762670137104995,-0.16445510727423485,-0.05303536495396353,-0.05239296049607322,-0.05292804205914492,-0.052929660190133336,-0.05507338815069545,-0.04963618004882254,-0.0529280420591449
2011-01-01 09:00:00,0.0,-0.07658804827078224,-0.053730945658266686,-0.055100624686464705,-0.0598836189028721,-0.05648048236535858,-0.16444819510103426,-0.05116731229190778,-0.050502363061461136,-0.05100649128050641,-0.05100659960653306,-0.052301797511032685,-0.047765645673700126,-0.05100649128050641
